,id,song,album,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,album_id,date
419,6oVxXO5oQ4pTpO8RSnkzvv,Dress,reputation,Taylor Swift,0.0329,0.719,230373.0,0.469,0.0,0.0,0.169,-8.792,1.0,0.0533,120.085,4.0,0.0851,6DEjYFkNZh67HP7R9PSZvv,2017-11-10
420,07NxDD1iKCHbAldceD7QLP,This Is Why We Can’t Have Nice Things,reputation,Taylor Swift,0.0156,0.567,207133.0,0.789,0.0,5.0,0.382,-5.986,1.0,0.115,163.96,4.0,0.438,6DEjYFkNZh67HP7R9PSZvv,2017-11-10
421,1GwMQaZz6Au3QLDbjbMdme,Call It What You Want,reputation,Taylor Swift,0.186,0.598,203507.0,0.504,0.000221,9.0,0.34,-9.874,1.0,0.0731,163.954,4.0,0.252,6DEjYFkNZh67HP7R9PSZvv,2017-11-10
422,7F5oktn5YOsR9eR5YsFtqb,New Year’s Day,reputation,Taylor Swift,0.921,0.661,235467.0,0.151,0.0,0.0,0.13,-12.864,1.0,0.0354,94.922,4.0,0.23,6DEjYFkNZh67HP7R9PSZvv,2017-11-10
591,2jt2WxXMCD4zjACthkJQVE,The Ringer,Kamikaze,Eminem,0.0311,0.939,337941.0,0.551,0.0,1.0,0.192,-9.126,1.0,0.291,118.552,4.0,0.42,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
592,2XTquzYQAdT1Hk78bOUwsv,Greatest,Kamikaze,Eminem,0.0441,0.809,226938.0,0.737,0.0,1.0,0.341,-5.186,1.0,0.108,80.025,4.0,0.367,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
593,60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,0.0627,0.876,244679.0,0.786,0.0,10.0,0.127,-4.884,0.0,0.306,153.068,4.0,0.575,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
594,0Uv5Kp8sEnriJjkX4oLfNI,Paul - Skit,Kamikaze,Eminem,0.993,0.636,35240.0,0.335,0.0,11.0,0.342,-13.327,1.0,0.966,161.68,4.0,0.561,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
595,0evt4UZbdhnHtcAnxkm6A1,Normal,Kamikaze,Eminem,0.261,0.907,222477.0,0.64,0.0,6.0,0.0785,-6.542,1.0,0.354,120.995,4.0,0.803,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
596,6B3zy3LOKHndqsviCr2z15,Em Calls Paul - Skit,Kamikaze,Eminem,0.977,0.707,49024.0,0.314,0.0,6.0,0.109,-10.115,0.0,0.747,104.014,4.0,0.602,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
597,60Z57Wdrn0pEVpHI7d7GAX,Stepping Stone,Kamikaze,Eminem,0.0305,0.616,309638.0,0.684,0.0,7.0,0.376,-6.032,1.0,0.311,179.503,4.0,0.312,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
598,28FGV3ORH14MYORd7s5dlU,Not Alike (feat. Royce Da 5'9),Kamikaze,Eminem,0.0692,0.904,288087.0,0.756,0.0,10.0,0.339,-3.746,1.0,0.32,140.005,4.0,0.342,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
599,2gsNpSn7VvvJuSrIDfRoYy,Kamikaze,Kamikaze,Eminem,0.112,0.78,216029.0,0.808,0.0,2.0,0.329,-5.175,1.0,0.484,79.982,4.0,0.642,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
600,58QhkbaAkLFnn7JwAnAato,Fall,Kamikaze,Eminem,0.227,0.83,262494.0,0.546,0.0,1.0,0.112,-5.716,1.0,0.295,182.973,4.0,0.535,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
601,09FfQO3PqHO4HIJL511Ksi,Nice Guy (with Jessie Reyez),Kamikaze,Eminem,0.0942,0.65,150802.0,0.639,0.0,8.0,0.135,-5.962,1.0,0.458,139.226,4.0,0.563,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
602,4g32MdRoqwGKQd3NXIRhpU,Good Guy (feat. Jessie Reyez),Kamikaze,Eminem,0.244,0.696,142192.0,0.634,0.0,9.0,0.437,-6.918,0.0,0.281,89.973,4.0,0.728,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
603,2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,Kamikaze,Eminem,0.0193,0.749,269554.0,0.794,0.0,0.0,0.543,-5.063,1.0,0.064,135.959,4.0,0.46,3HNnxK7NgLXbDoxRZxNWiR,2018-08-31
1024,3V2nJ58SmfZ28Uh0QfyL4Q,Intro,Curtain Call: The Hits,Eminem,0.14,0.374,33987.0,0.4,0.000402,0.0,0.692,-10.858,1.0,0.0545,142.042,5.0,0.146,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1025,0fMWtRhzOoWoCo7dRHVEEa,FACK,Curtain Call: The Hits,Eminem,0.00629,0.84,205760.0,0.615,0.122,1.0,0.103,-7.164,1.0,0.0733,124.214,4.0,0.346,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1026,2sGSId790ABFzGXx9VEdwl,The Way I Am,Curtain Call: The Hits,Eminem,0.137,0.81,291120.0,0.852,0.0,4.0,0.307,-3.377,0.0,0.239,87.348,4.0,0.323,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1027,1dWimOlV5KUHDerWZVDv5l,My Name Is,Curtain Call: The Hits,Eminem,0.0411,0.86,268853.0,0.68,0.0,5.0,0.117,-6.239,0.0,0.348,85.537,4.0,0.833,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1028,1PlMbi0Qkrlp9yVFM8JEXp,Stan,Curtain Call: The Hits,Eminem,0.0378,0.779,404427.0,0.743,1.71e-06,6.0,0.462,-5.095,0.0,0.239,80.057,4.0,0.533,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1029,5Z01UMMf7V1o0MzF86s6WJ,"Lose Yourself - From ""8 Mile"" Soundtrack",Curtain Call: The Hits,Eminem,0.00704,0.698,326467.0,0.732,0.000647,2.0,0.359,-4.522,1.0,0.266,171.431,4.0,0.0689,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1030,0fGh0trRN1xz3s41r7V5ce,Shake That,Curtain Call: The Hits,Eminem,0.0556,0.962,274440.0,0.64,1.97e-05,1.0,0.158,-5.987,0.0,0.12,106.995,4.0,0.533,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1031,1AcGKHRv5Q4TJd9yb4vjHE,Sing For The Moment,Curtain Call: The Hits,Eminem,0.00183,0.664,340267.0,0.801,1.5e-06,5.0,0.0733,-4.306,0.0,0.141,164.004,4.0,0.183,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1032,2RsTjad1nVUGrQmSoL1m8Y,Without Me,Curtain Call: The Hits,Eminem,0.00336,0.928,291213.0,0.653,0.0,7.0,0.345,-2.853,1.0,0.0989,112.237,4.0,0.639,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1033,3Q0mJByJRrUTZGrBFYnfCP,Like Toy Soldiers,Curtain Call: The Hits,Eminem,0.0206,0.682,295667.0,0.759,0.000218,1.0,0.1,-3.471,0.0,0.29,81.837,4.0,0.391,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1034,5v8F7GFQgmCESBpPFbC9DN,The Real Slim Shady,Curtain Call: The Hits,Eminem,0.0317,0.949,284800.0,0.652,0.0,5.0,0.0439,-4.287,0.0,0.0561,104.492,4.0,0.779,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1035,0TGd9kXFDRQG9FF0netmah,Mockingbird,Curtain Call: The Hits,Eminem,0.249,0.626,251267.0,0.674,0.0,0.0,0.139,-4.232,1.0,0.281,84.052,4.0,0.215,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1036,5dZqnPqFR45xCZGWmxScqM,Guilty Conscience,Curtain Call: The Hits,Eminem,0.0448,0.619,200213.0,0.781,0.0,7.0,0.33,-5.6,1.0,0.378,182.146,4.0,0.47,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1037,4ni8GyT1Lwn1LVl88MJsQd,Cleanin' Out My Closet,Curtain Call: The Hits,Eminem,0.0787,0.904,298960.0,0.756,0.0,9.0,0.125,-4.983,0.0,0.198,147.979,4.0,0.861,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1038,4S06iZrLlGsSqKlK6paOv8,Just Lose It,Curtain Call: The Hits,Eminem,0.0693,0.963,248600.0,0.619,3.01e-05,5.0,0.273,-3.921,0.0,0.0522,120.999,4.0,0.951,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1039,42YNobZ4HN3tRVEA47wLT6,When I'm Gone,Curtain Call: The Hits,Eminem,0.0529,0.535,281133.0,0.73,0.0,1.0,0.253,-5.574,1.0,0.355,74.89,4.0,0.723,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1040,2iveqBUOzQlQBSxgAlK0bs,Stan,Curtain Call: The Hits,Eminem,0.217,0.681,380280.0,0.835,0.0,8.0,0.702,-5.589,1.0,0.124,79.892,4.0,0.627,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1041,7jmEukeWKG64zyTFDrBSdk,Dead Wrong,Curtain Call: The Hits,Eminem,0.229,0.632,297440.0,0.868,0.00128,10.0,0.0419,-4.167,1.0,0.28,82.097,4.0,0.809,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1042,33WAOTIgd5JLc3CFZBaLQA,Role Model,Curtain Call: The Hits,Eminem,0.0242,0.86,205280.0,0.583,2.66e-06,8.0,0.0586,-4.418,1.0,0.256,91.967,4.0,0.769,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1043,0gM2LPvmYnW1Gr6A3hS8Fg,Kill You,Curtain Call: The Hits,Eminem,0.069,0.823,264787.0,0.62,2.77e-05,11.0,0.284,-6.242,1.0,0.391,107.142,4.0,0.68,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1044,1nYGBdTeHQd0YXqRBEDMGz,Shit On You,Curtain Call: The Hits,Eminem,0.0829,0.689,328213.0,0.749,0.0,8.0,0.0927,-6.706,0.0,0.452,110.787,4.0,0.743,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1045,03MsOLzpQSyH46DZxkt84o,Criminal,Curtain Call: The Hits,Eminem,0.142,0.802,313680.0,0.73,0.0,4.0,0.29,-6.23,0.0,0.279,102.049,4.0,0.53,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1046,5ASZFbCod633wLragmPYTj,Renegade,Curtain Call: The Hits,Eminem,0.436,0.646,336133.0,0.718,1.86e-06,1.0,0.173,-4.898,0.0,0.412,82.535,4.0,0.822,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1047,1zWcM9b68ZdftWCP7JyOTq,Just Don't Give A Fuck,Curtain Call: The Hits,Eminem,0.000669,0.573,241960.0,0.907,0.0,4.0,0.19,-3.738,0.0,0.282,85.458,4.0,0.723,5qENHeCSlwWpEzb25peRmQ,2005-12-06
1350,6qnM0XXPZOINWA778uNqQ9,Welcome To New York,1989,Taylor Swift,0.038,0.793,212600.0,0.634,1.76e-06,7.0,0.304,-4.807,1.0,0.0324,117.023,4.0,0.615,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1351,1p80LdxRV74UKvL8gnD7ky,Blank Space,1989,Taylor Swift,0.085,0.752,231827.0,0.678,1.64e-06,5.0,0.13,-5.421,1.0,0.0646,96.009,4.0,0.583,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1352,4lIxdJw6W3Fg4vUIYCB0S5,Style,1989,Taylor Swift,0.00256,0.598,231000.0,0.786,0.00143,2.0,0.117,-5.572,1.0,0.0382,95.021,4.0,0.456,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1353,5OndtwLGA9O6XHFcGm2H7r,Out Of The Woods,1989,Taylor Swift,0.00103,0.552,235800.0,0.841,1.23e-05,7.0,0.337,-6.938,1.0,0.0372,91.993,4.0,0.342,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1354,0dAb8TY433dl3ZfXYCLE19,All You Had To Do Was Stay,1989,Taylor Swift,0.00196,0.602,193293.0,0.735,4.77e-05,5.0,0.105,-5.778,1.0,0.0337,96.969,4.0,0.472,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1355,5xTtaWoae3wi06K5WfVUUH,Shake It Off,1989,Taylor Swift,0.0561,0.648,219200.0,0.785,0.0,7.0,0.148,-5.414,1.0,0.165,160.02,4.0,0.943,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1356,3wmN11qXGL0HyPojvEE1D9,I Wish You Would,1989,Taylor Swift,0.016,0.649,207440.0,0.898,9.9e-05,0.0,0.109,-5.963,1.0,0.0511,118.027,4.0,0.503,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1357,273dCMFseLcVsoSWx59IoE,Bad Blood,1989,Taylor Swift,0.0871,0.652,211933.0,0.802,6.45e-06,7.0,0.148,-6.114,1.0,0.181,170.157,4.0,0.295,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1358,59HjlYCeBsxdI0fcm3zglw,Wildest Dreams,1989,Taylor Swift,0.0709,0.553,220440.0,0.664,0.0056,8.0,0.106,-7.417,1.0,0.0741,140.06,4.0,0.467,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1359,4dYUOfmWna6DFccnz732n8,How You Get The Girl,1989,Taylor Swift,0.00463,0.764,247533.0,0.659,0.00458,5.0,0.0915,-6.136,1.0,0.0492,119.982,4.0,0.525,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1360,3oKMl2tJv4fdidkXUYMI5x,This Love,1989,Taylor Swift,0.635,0.485,250093.0,0.459,0.0,4.0,0.101,-8.768,1.0,0.0337,71.981,4.0,0.0858,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1361,3jBMHD19RZdAqG9iFQh7xc,I Know Places,1989,Taylor Swift,0.231,0.595,195707.0,0.763,0.0,0.0,0.2,-4.991,1.0,0.0661,159.959,4.0,0.507,2QJmrSgbdM35R67eoGQo4j,2014-10-27
1362,06WgOCf0LV2h4keYXDRnuh,Clean,1989,Taylor Swift,0.242,0.81,271000.0,0.38,0.0,4.0,0.113,-7.755,1.0,0.035,103.981,4.0,0.211,2QJmrSgbdM35R67eoGQo4j,2014-10-27
2132,7B9UAoGiN4iMCv4s40xoiM,Cry Pretty,Cry Pretty,Carrie Underwood,0.00517,0.374,247320.0,0.742,0.0,6.0,0.11,-3.36,1.0,0.0432,139.953,3.0,0.21,6LURWtPusB5fGenqj0lbFd,2018-09-14
2133,0aoT1B6jxuaxPh1RQ2Cank,Ghosts On The Stereo,Cry Pretty,Carrie Underwood,0.00714,0.486,253600.0,0.825,0.0,4.0,0.399,-3.807,1.0,0.0413,134.114,4.0,0.404,6LURWtPusB5fGenqj0lbFd,2018-09-14
2134,72pvSf3nSjqB4Fuph46kJK,Low,Cry Pretty,Carrie Underwood,0.0574,0.347,211307.0,0.661,1.14e-06,11.0,0.115,-4.427,1.0,0.0424,113.539,3.0,0.23,6LURWtPusB5fGenqj0lbFd,2018-09-14
2135,0pNA563kEMCfhMYRVQGH4Y,Backsliding,Cry Pretty,Carrie Underwood,0.0376,0.528,277800.0,0.703,0.0,7.0,0.0953,-4.273,1.0,0.0502,129.001,4.0,0.127,6LURWtPusB5fGenqj0lbFd,2018-09-14
2136,7qXPZxXn6Xmv1sjh03skiW,Southbound,Cry Pretty,Carrie Underwood,0.00122,0.614,202853.0,0.884,0.0,0.0,0.077,-4.019,1.0,0.0402,100.531,4.0,0.721,6LURWtPusB5fGenqj0lbFd,2018-09-14
2137,3vkyyOw92iKKIV5Io2fBdk,That Song That We Used To Make Love To,Cry Pretty,Carrie Underwood,0.088,0.594,215653.0,0.768,0.0,3.0,0.0997,-4.817,0.0,0.06,127.888,4.0,0.357,6LURWtPusB5fGenqj0lbFd,2018-09-14
2138,4objxuNfJlJHomkRIPa2Y2,Drinking Alone,Cry Pretty,Carrie Underwood,0.0326,0.691,258293.0,0.732,0.0,5.0,0.0608,-3.715,0.0,0.0294,97.949,3.0,0.477,6LURWtPusB5fGenqj0lbFd,2018-09-14
2139,68O9iXZDuKbnUQ4uGL1D5s,The Bullet,Cry Pretty,Carrie Underwood,0.145,0.427,250533.0,0.678,1.74e-05,1.0,0.111,-4.006,1.0,0.0296,137.791,4.0,0.158,6LURWtPusB5fGenqj0lbFd,2018-09-14
2140,2tVrRlYUJMFUyIG0sJBgiA,Spinning Bottles,Cry Pretty,Carrie Underwood,0.858,0.39,196147.0,0.317,0.0,8.0,0.109,-6.238,1.0,0.0507,68.172,4.0,0.356,6LURWtPusB5fGenqj0lbFd,2018-09-14
2141,4XWnHzCRfRjaHRsTNeh3WR,Love Wins,Cry Pretty,Carrie Underwood,0.0112,0.523,228640.0,0.865,0.0,7.0,0.153,-4.697,1.0,0.0989,135.115,4.0,0.325,6LURWtPusB5fGenqj0lbFd,2018-09-14
2142,5XIrB4tNKqmGxtVbYpTllz,End Up With You,Cry Pretty,Carrie Underwood,0.00488,0.567,193360.0,0.562,0.0,10.0,0.0661,-4.226,0.0,0.0571,92.808,4.0,0.522,6LURWtPusB5fGenqj0lbFd,2018-09-14
2143,5gzfmWwyumZpaNPyiIL9CO,Kingdom,Cry Pretty,Carrie Underwood,0.15,0.334,274720.0,0.741,0.0,1.0,0.122,-3.703,1.0,0.0349,143.596,4.0,0.201,6LURWtPusB5fGenqj0lbFd,2018-09-14
2144,2F6JxWMP2ZfmVErc3ZTmqQ,The Champion - Bonus Track,Cry Pretty,Carrie Underwood,0.0529,0.529,222507.0,0.87,0.0,8.0,0.0946,-3.32,0.0,0.327,182.1,4.0,0.36,6LURWtPusB5fGenqj0lbFd,2018-09-14
2145,6od5hFv9IT5JHc7NEF9HRv,Victorious,Death Of A Bachelor,Panic! At The Disco,0.00205,0.57,178600.0,0.865,0.0,8.0,0.404,-4.518,1.0,0.0472,110.01,4.0,0.691,6twKQ0EsUJHVlAr6XBylrj,2016-01-15
2146,2fh3bZ8jZhMxOcfESE9nQY,Don't Threaten Me With A Good Time,Death Of A Bachelor,Panic! At The Disco,0.0154,0.559,213093.0,0.895,0.0,1.0,0.175,-4.476,0.0,0.0832,183.825,4.0,0.59,6twKQ0EsUJHVlAr6XBylrj,2016-01-15
2147,6TzJLISIitIzn1WtjDY0Op,Hallelujah,Death Of A Bachelor,Panic! At The Disco,0.011,0.578,180627.0,0.886,0.0,11.0,0.143,-4.348,1.0,0.0633,80.008,4.0,0.615,6twKQ0EsUJHVlAr6XBylrj,2016-01-15
2148,3px2rAPu74ltbkf9eZsZ8h,Emperor's New Clothes,Death Of A Bachelor,Panic! At The Disco,0.00302,0.562,158667.0,0.904,0.0,1.0,0.0433,-4.947,1.0,0.0807,94.481,4.0,0.651,6twKQ0EsUJHVlAr6XBylrj,2016-01-15
2149,1BECwm5qkaBwlbfo4kpYx8,Death Of A Bachelor,Death Of A Bachelor,Panic! At The Disco,0.0137,0.462,203507.0,0.538,0.0,0.0,0.429,-5.527,1.0,0.059,139.256,4.0,0.405,6twKQ0EsUJHVlAr6XBylrj,2016-01-15
2150,6V68ItawQkQlZhYIf1S86C,Crazy=Genius,Death Of A Bachelor,Panic! At The Disco,0.000247,0.455,198040.0,0.91,0.0,2.0,0.107,-4.464,1.0,0.166,114.109,4.0,0.447,6twKQ0EsUJHVlAr6XBylrj,2016-01-15
2151,2fmCA13dwQQOGBIbIOWRiJ,LA Devotee,Death Of A Bachelor,Panic! At The Disco,0.00043,0.49,196520.0,0.848,8.49e-06,9.0,0.0665,-5.05,1.0,0.0645,175.998,4.0,0.698,6twKQ0EsUJHVlAr6XBylrj,2016-01-15
2152,3fwKVZ73y7UUGMyR6rVCRa,Golden Days,Death Of A Bachelor,Panic! At The Disco,0.00329,0.556,254320.0,0.708,0.0,7.0,0.329,-5.708,1.0,0.039,128.006,4.0,0.206,6twKQ0EsUJHVlAr6XBylrj,2016-01-15
2153,5eoZTdiq4C4aoEfUwAN0ha,"The Good, The Bad And The Dirty",Death Of A Bachelor,Panic! At The Disco,0.00191,0.531,171520.0,0.825,0.0,7.0,0.329,-5.333,0.0,0.0545,156.071,4.0,0.824,6twKQ0EsUJHVlAr6XBylrj,2016-01-15
2154,2DgdHcjWmO3qd50RzuBLgZ,House Of Memories,Death Of A Bachelor,Panic! At The Disco,0.00272,0.506,208707.0,0.817,0.0,11.0,0.0486,-5.051,0.0,0.0335,109.952,4.0,0.506,6twKQ0EsUJHVlAr6XBylrj,2016-01-15
2155,5j9yOfRB2s6OMS1YwwYiMw,Impossible Year,Death Of A Bachelor,Panic! At The Disco,0.474,0.174,202547.0,0.337,0.000294,10.0,0.11,-8.767,1.0,0.0313,85.574,3.0,0.0978,6twKQ0EsUJHVlAr6XBylrj,2016-01-15
2778,5zyCYmiaVE5y26EZuwZbsw,State Of Grace,Red,Taylor Swift,0.000166,0.584,295187.0,0.834,0.00121,4.0,0.0906,-5.872,1.0,0.0321,129.958,4.0,0.42,1KlU96Hw9nlvqpBPlSqcTV,2012-10-22
2779,1RvQQGwaPipiNgz8RXAKA8,Red,Red,Taylor Swift,0.0856,0.609,220827.0,0.888,0.000142,1.0,0.0924,-4.183,0.0,0.0466,124.966,4.0,0.623,1KlU96Hw9nlvqpBPlSqcTV,2012-10-22
2780,0XfOV7qY3834QpFVwOb6CC,Treacherous,Red,Taylor Swift,0.0852,0.7,240773.0,0.609,5.25e-06,2.0,0.144,-8.212,1.0,0.0322,109.98,4.0,0.392,1KlU96Hw9nlvqpBPlSqcTV,2012-10-22
