,album,id,song,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,album_id
0,Mandatory Fun,1.0,Handy,"""Weird Al"" Yankovic",0.276,0.696,176307.0,0.556,0.0,10.0,0.234,-11.442,1.0,0.404,192.073,4.0,0.792,36jlZKG1sNZQA2HbWdYveV
1,Mandatory Fun,1.0,Lame Claim to Fame,"""Weird Al"" Yankovic",0.0141,0.691,225387.0,0.796,1.27e-06,9.0,0.151,-8.388,1.0,0.0336,136.05,4.0,0.927,36jlZKG1sNZQA2HbWdYveV
2,Mandatory Fun,1.0,Foil,"""Weird Al"" Yankovic",0.00875,0.813,142947.0,0.329,0.0,10.0,0.24,-14.814,0.0,0.211,85.716,4.0,0.441,36jlZKG1sNZQA2HbWdYveV
3,Mandatory Fun,1.0,Sports Song,"""Weird Al"" Yankovic",0.531,0.608,134693.0,0.729,0.0,3.0,0.0662,-8.649,0.0,0.0617,130.988,4.0,0.712,36jlZKG1sNZQA2HbWdYveV
4,Mandatory Fun,1.0,Word Crimes,"""Weird Al"" Yankovic",0.0118,0.897,223120.0,0.43,0.0,7.0,0.0473,-12.759,1.0,0.0551,121.987,4.0,0.964,36jlZKG1sNZQA2HbWdYveV
5,Mandatory Fun,1.0,My Own Eyes,"""Weird Al"" Yankovic",0.00269,0.398,220600.0,0.895,6.59e-05,2.0,0.256,-8.19,1.0,0.0867,74.011,4.0,0.624,36jlZKG1sNZQA2HbWdYveV
6,Mandatory Fun,1.0,NOW That's What I Call Polka!,"""Weird Al"" Yankovic",0.164,0.503,246000.0,0.728,0.0,5.0,0.0827,-8.409,1.0,0.136,155.882,4.0,0.937,36jlZKG1sNZQA2HbWdYveV
7,Mandatory Fun,1.0,Mission Statement,"""Weird Al"" Yankovic",0.111,0.402,268760.0,0.656,0.0,8.0,0.0391,-8.613,1.0,0.0332,138.589,4.0,0.55,36jlZKG1sNZQA2HbWdYveV
8,Mandatory Fun,1.0,Inactive,"""Weird Al"" Yankovic",0.0223,0.382,176280.0,0.619,0.0,9.0,0.699,-9.78,1.0,0.0419,136.301,4.0,0.318,36jlZKG1sNZQA2HbWdYveV
9,Mandatory Fun,1.0,First World Problems,"""Weird Al"" Yankovic",0.0389,0.516,193693.0,0.889,0.0,9.0,0.143,-7.739,1.0,0.0453,139.393,4.0,0.541,36jlZKG1sNZQA2HbWdYveV
10,Mandatory Fun,1.0,Tacky,"""Weird Al"" Yankovic",0.304,0.734,173093.0,0.764,0.0,1.0,0.454,-10.757,1.0,0.0631,160.005,4.0,0.977,36jlZKG1sNZQA2HbWdYveV
11,Mandatory Fun,1.0,Jackson Park Express,"""Weird Al"" Yankovic",0.344,0.406,545533.0,0.482,0.0,7.0,0.057,-9.904,1.0,0.0316,141.978,4.0,0.508,36jlZKG1sNZQA2HbWdYveV
12,Celebrity,1.0,Pop,'N Sync,0.0341,0.706,238427.0,0.861,0.0,11.0,0.127,-6.684,1.0,0.154,119.946,4.0,0.923,7zBue2Vuzg4Z3ncRXaIkJg
13,Celebrity,1.0,Celebrity,'N Sync,0.0217,0.894,198733.0,0.806,0.0,9.0,0.0351,-3.885,1.0,0.0753,109.224,4.0,0.783,7zBue2Vuzg4Z3ncRXaIkJg
14,Celebrity,1.0,The Game Is Over,'N Sync,0.039,0.727,205467.0,0.853,0.0,4.0,0.389,-4.383,0.0,0.0944,93.029,4.0,0.87,7zBue2Vuzg4Z3ncRXaIkJg
15,Celebrity,1.0,Girlfriend,'N Sync,0.0866,0.748,253600.0,0.811,1.45e-05,0.0,0.0282,-5.213,0.0,0.0907,93.963,4.0,0.862,7zBue2Vuzg4Z3ncRXaIkJg
16,Celebrity,1.0,The Two Of Us,'N Sync,0.0618,0.75,231760.0,0.811,1.83e-06,0.0,0.152,-5.418,1.0,0.0461,134.01,4.0,0.912,7zBue2Vuzg4Z3ncRXaIkJg
17,Celebrity,1.0,Gone,'N Sync,0.43,0.704,292000.0,0.409,0.0,11.0,0.109,-8.581,0.0,0.0597,113.863,4.0,0.495,7zBue2Vuzg4Z3ncRXaIkJg
18,Celebrity,1.0,"Tell Me, Tell Me...Baby",'N Sync,0.0173,0.661,216640.0,0.946,0.000304,10.0,0.101,-3.283,0.0,0.0713,98.031,4.0,0.945,7zBue2Vuzg4Z3ncRXaIkJg
19,Celebrity,1.0,Up Against The Wall,'N Sync,0.00222,0.721,217533.0,0.865,2.76e-06,9.0,0.219,-4.602,0.0,0.0588,129.027,4.0,0.928,7zBue2Vuzg4Z3ncRXaIkJg
20,Celebrity,1.0,See Right Through You,'N Sync,0.014,0.718,172933.0,0.83,0.0,9.0,0.0727,-4.092,1.0,0.0453,102.948,4.0,0.74,7zBue2Vuzg4Z3ncRXaIkJg
21,Celebrity,1.0,Selfish,'N Sync,0.124,0.552,260373.0,0.433,0.0,11.0,0.095,-8.908,1.0,0.0473,73.46,4.0,0.177,7zBue2Vuzg4Z3ncRXaIkJg
22,Celebrity,1.0,Just Don't Tell Me That,'N Sync,0.0201,0.664,183867.0,0.898,0.000192,10.0,0.079,-5.145,0.0,0.0799,89.03,4.0,0.758,7zBue2Vuzg4Z3ncRXaIkJg
23,Celebrity,1.0,Something Like You,'N Sync,0.393,0.656,255360.0,0.39,0.0,7.0,0.105,-8.811,1.0,0.03,123.984,4.0,0.274,7zBue2Vuzg4Z3ncRXaIkJg
24,Celebrity,1.0,Do Your Thing,'N Sync,0.303,0.686,259507.0,0.677,0.0,8.0,0.275,-9.049,0.0,0.0393,129.995,4.0,0.962,7zBue2Vuzg4Z3ncRXaIkJg
25,No Strings Attached,8.0,Bye Bye Bye,'N Sync,0.031,0.61,200400.0,0.926,0.0012,8.0,0.0821,-4.843,0.0,0.0479,172.638,4.0,0.861,20RMokVwJ2wjQ0s8FOdOFC
26,No Strings Attached,8.0,It's Gonna Be Me,'N Sync,0.0407,0.636,192427.0,0.873,1.27e-06,0.0,0.0372,-4.672,0.0,0.071,165.071,4.0,0.908,20RMokVwJ2wjQ0s8FOdOFC
27,No Strings Attached,8.0,Space Cowboy (Yippie-Yi-Yay),'N Sync,0.012,0.707,261364.0,0.979,0.00137,10.0,0.735,-3.207,0.0,0.0718,113.963,4.0,0.702,20RMokVwJ2wjQ0s8FOdOFC
28,No Strings Attached,8.0,Just Got Paid,'N Sync,0.0145,0.809,248573.0,0.773,1.21e-06,11.0,0.0876,-3.638,0.0,0.0437,114.842,4.0,0.695,20RMokVwJ2wjQ0s8FOdOFC
29,No Strings Attached,8.0,It Makes Me Ill,'N Sync,0.00993,0.81,206333.0,0.857,1.14e-05,4.0,0.0528,-4.658,0.0,0.0881,104.502,4.0,0.646,20RMokVwJ2wjQ0s8FOdOFC
30,No Strings Attached,8.0,This I Promise You,'N Sync,0.354,0.55,284760.0,0.587,0.0,2.0,0.128,-6.279,1.0,0.0329,165.975,4.0,0.466,20RMokVwJ2wjQ0s8FOdOFC
31,No Strings Attached,8.0,No Strings Attached,'N Sync,0.000691,0.665,228907.0,0.967,0.0,7.0,0.36,-4.455,1.0,0.0581,111.045,4.0,0.629,20RMokVwJ2wjQ0s8FOdOFC
32,No Strings Attached,8.0,Digital Get Down,'N Sync,0.0125,0.643,263200.0,0.975,5.92e-05,7.0,0.135,-4.134,1.0,0.109,177.808,4.0,0.865,20RMokVwJ2wjQ0s8FOdOFC
33,No Strings Attached,8.0,Bringin' Da Noise,'N Sync,0.0494,0.492,210333.0,0.973,0.0778,4.0,0.335,-4.618,1.0,0.0424,113.415,4.0,0.865,20RMokVwJ2wjQ0s8FOdOFC
34,No Strings Attached,8.0,That's When I'll Stop Loving You,'N Sync,0.343,0.52,291760.0,0.683,0.0,0.0,0.12,-4.893,1.0,0.0328,142.481,4.0,0.413,20RMokVwJ2wjQ0s8FOdOFC
35,No Strings Attached,8.0,I'll Be Good For You,'N Sync,0.2,0.7,234973.0,0.728,2.27e-06,7.0,0.144,-5.763,1.0,0.0326,99.996,4.0,0.827,20RMokVwJ2wjQ0s8FOdOFC
36,No Strings Attached,8.0,I Thought She Knew,'N Sync,0.915,0.382,202333.0,0.274,0.0,0.0,0.143,-9.892,1.0,0.0312,79.138,3.0,0.209,20RMokVwJ2wjQ0s8FOdOFC
37,Based On A T.R.U. Story,1.0,Yuck!,2 Chainz,0.666,0.638,287573.0,0.885,9.89e-05,11.0,0.155,-4.353,0.0,0.259,149.929,4.0,0.436,1wBFRaacNYmqfkidUZ0NtM
38,Based On A T.R.U. Story,1.0,Crack,2 Chainz,0.00623,0.849,272307.0,0.642,0.0,1.0,0.0894,-4.853,1.0,0.276,144.07,4.0,0.0916,1wBFRaacNYmqfkidUZ0NtM
39,Based On A T.R.U. Story,1.0,Dope Peddler,2 Chainz,0.0535,0.857,208253.0,0.527,0.0,2.0,0.1,-7.432,1.0,0.0875,118.282,4.0,0.224,1wBFRaacNYmqfkidUZ0NtM
40,Based On A T.R.U. Story,1.0,No Lie,2 Chainz,0.0172,0.634,237827.0,0.665,0.0,6.0,0.365,-5.984,0.0,0.176,131.108,4.0,0.611,1wBFRaacNYmqfkidUZ0NtM
41,Based On A T.R.U. Story,1.0,Birthday Song,2 Chainz,0.0591,0.753,306600.0,0.59,0.0,1.0,0.15,-2.623,1.0,0.0485,140.002,4.0,0.161,1wBFRaacNYmqfkidUZ0NtM
42,Based On A T.R.U. Story,1.0,I'm Different,2 Chainz,0.0473,0.936,207040.0,0.702,0.0,10.0,0.0838,-5.305,1.0,0.0615,97.524,4.0,0.704,1wBFRaacNYmqfkidUZ0NtM
43,Based On A T.R.U. Story,1.0,Extremely Blessed,2 Chainz,0.00961,0.689,245800.0,0.587,0.0,7.0,0.118,-7.979,1.0,0.161,142.051,4.0,0.157,1wBFRaacNYmqfkidUZ0NtM
44,Based On A T.R.U. Story,1.0,I Luv Dem Strippers,2 Chainz,0.0389,0.857,239573.0,0.633,0.0,8.0,0.227,-5.205,1.0,0.203,137.956,4.0,0.467,1wBFRaacNYmqfkidUZ0NtM
45,Based On A T.R.U. Story,1.0,Stop Me Now,2 Chainz,0.094,0.668,277213.0,0.723,0.0,1.0,0.0889,-4.841,0.0,0.286,139.516,4.0,0.32,1wBFRaacNYmqfkidUZ0NtM
46,Based On A T.R.U. Story,1.0,Money Machine,2 Chainz,0.0267,0.808,283067.0,0.864,0.0,7.0,0.414,-3.948,1.0,0.141,130.993,4.0,0.936,1wBFRaacNYmqfkidUZ0NtM
47,Based On A T.R.U. Story,1.0,In Town,2 Chainz,0.174,0.778,206760.0,0.563,0.0,3.0,0.147,-6.243,0.0,0.109,136.029,4.0,0.654,1wBFRaacNYmqfkidUZ0NtM
48,Based On A T.R.U. Story,1.0,Ghetto Dreams,2 Chainz,0.0252,0.563,223587.0,0.925,0.0,6.0,0.222,-3.814,0.0,0.0896,156.065,4.0,0.588,1wBFRaacNYmqfkidUZ0NtM
49,Based On A T.R.U. Story,1.0,Wut We Doin?,2 Chainz,0.1,0.893,265680.0,0.584,0.0,3.0,0.0583,-4.692,1.0,0.085,132.086,4.0,0.406,1wBFRaacNYmqfkidUZ0NtM
50,Based On A T.R.U. Story,1.0,Countdown,2 Chainz,0.086,0.634,231720.0,0.719,2.42e-05,3.0,0.0424,-5.81,0.0,0.319,138.014,4.0,0.386,1wBFRaacNYmqfkidUZ0NtM
51,Based On A T.R.U. Story,1.0,Like Me,2 Chainz,0.319,0.598,229867.0,0.431,0.437,0.0,0.402,-5.689,0.0,0.0523,127.204,4.0,0.188,1wBFRaacNYmqfkidUZ0NtM
52,Based On A T.R.U. Story,1.0,I Feel Good,2 Chainz,0.334,0.7,141840.0,0.869,0.0,9.0,0.0528,-4.876,1.0,0.266,91.581,4.0,0.664,1wBFRaacNYmqfkidUZ0NtM
53,Based On A T.R.U. Story,1.0,Riot,2 Chainz,0.0547,0.923,167507.0,0.674,0.0,4.0,0.247,-4.328,1.0,0.0639,129.982,4.0,0.515,1wBFRaacNYmqfkidUZ0NtM
54,I Am > I Was,2.0,a lot,21 Savage,0.0395,0.837,288624.0,0.636,0.00125,1.0,0.342,-7.643,1.0,0.086,145.972,4.0,0.274,007DWn799UWvfY1wwZeENR
55,I Am > I Was,2.0,break da law,21 Savage,0.0493,0.904,177748.0,0.575,0.0,1.0,0.256,-7.823,1.0,0.346,141.039,4.0,0.359,007DWn799UWvfY1wwZeENR
56,I Am > I Was,2.0,a&t,21 Savage,0.00169,0.924,211588.0,0.567,0.0,5.0,0.0898,-5.009,1.0,0.0964,146.975,4.0,0.827,007DWn799UWvfY1wwZeENR
57,I Am > I Was,2.0,out for the night,21 Savage,0.001,0.841,137232.0,0.695,4.26e-05,9.0,0.189,-5.625,1.0,0.415,173.368,4.0,0.408,007DWn799UWvfY1wwZeENR
58,I Am > I Was,2.0,gun smoke,21 Savage,0.000832,0.809,167410.0,0.461,4.43e-05,10.0,0.143,-5.677,0.0,0.0907,85.992,4.0,0.325,007DWn799UWvfY1wwZeENR
59,I Am > I Was,2.0,1.5,21 Savage,0.000244,0.885,148656.0,0.52,1.16e-06,1.0,0.454,-8.353,1.0,0.359,84.022,4.0,0.306,007DWn799UWvfY1wwZeENR
60,I Am > I Was,2.0,all my friends,21 Savage,0.171,0.713,211785.0,0.62,1.16e-06,0.0,0.118,-4.513,1.0,0.0422,130.09,4.0,0.206,007DWn799UWvfY1wwZeENR
61,I Am > I Was,2.0,can't leave without it,21 Savage,0.111,0.872,205352.0,0.591,0.0,6.0,0.144,-6.952,0.0,0.359,131.982,4.0,0.696,007DWn799UWvfY1wwZeENR
62,I Am > I Was,2.0,asmr,21 Savage,0.0399,0.84,171714.0,0.543,0.0,1.0,0.117,-7.738,1.0,0.476,170.067,4.0,0.161,007DWn799UWvfY1wwZeENR
63,I Am > I Was,2.0,ball w/o you,21 Savage,0.0467,0.892,195047.0,0.633,0.000189,8.0,0.139,-7.471,1.0,0.0902,137.994,4.0,0.459,007DWn799UWvfY1wwZeENR
64,I Am > I Was,2.0,good day,21 Savage,0.00359,0.966,242448.0,0.519,0.0,1.0,0.254,-5.682,1.0,0.306,122.195,4.0,0.119,007DWn799UWvfY1wwZeENR
65,I Am > I Was,2.0,pad lock,21 Savage,0.0187,0.96,191360.0,0.55,0.0,5.0,0.112,-8.012,0.0,0.197,130.022,4.0,0.798,007DWn799UWvfY1wwZeENR
66,I Am > I Was,2.0,monster,21 Savage,0.158,0.89,233040.0,0.607,0.000228,9.0,0.118,-6.916,0.0,0.124,134.022,4.0,0.224,007DWn799UWvfY1wwZeENR
67,I Am > I Was,2.0,letter 2 my momma,21 Savage,0.0531,0.864,194810.0,0.608,1.2e-05,1.0,0.078,-10.567,0.0,0.275,80.225,4.0,0.963,007DWn799UWvfY1wwZeENR
68,I Am > I Was,2.0,4L,21 Savage,0.000897,0.879,288364.0,0.41,2.09e-05,8.0,0.108,-9.233,1.0,0.551,80.011,4.0,0.0703,007DWn799UWvfY1wwZeENR
69,All Eyez On Me,2.0,Ambitionz Az A Ridah,2Pac,0.00253,0.801,278387.0,0.908,0.000655,2.0,0.0698,-6.554,1.0,0.221,87.279,4.0,0.805,4CzT5ueFBRpbILw34HQYxi
70,All Eyez On Me,2.0,All About U,2Pac,0.065,0.859,276813.0,0.792,0.0,2.0,0.3,-4.007,1.0,0.141,103.201,4.0,0.766,4CzT5ueFBRpbILw34HQYxi
71,All Eyez On Me,2.0,Skandalouz,2Pac,0.0201,0.706,248693.0,0.919,0.0,10.0,0.269,-5.054,0.0,0.269,92.708,4.0,0.805,4CzT5ueFBRpbILw34HQYxi
72,All Eyez On Me,2.0,Got My Mind Made Up,2Pac,0.0157,0.813,312640.0,0.897,0.00106,6.0,0.0391,-4.592,0.0,0.264,93.029,4.0,0.863,4CzT5ueFBRpbILw34HQYxi
73,All Eyez On Me,2.0,How Do You Want It,2Pac,0.0346,0.763,287547.0,0.84,0.0,8.0,0.0601,-3.704,1.0,0.0929,92.477,4.0,0.748,4CzT5ueFBRpbILw34HQYxi
74,All Eyez On Me,2.0,2 Of Amerikaz Most Wanted,2Pac,0.0253,0.856,246533.0,0.904,3.16e-05,8.0,0.0537,-4.804,1.0,0.139,99.247,4.0,0.855,4CzT5ueFBRpbILw34HQYxi
75,All Eyez On Me,2.0,No More Pain,2Pac,0.0202,0.717,374800.0,0.906,0.0625,9.0,0.312,-6.017,1.0,0.0899,77.012,4.0,0.859,4CzT5ueFBRpbILw34HQYxi
76,All Eyez On Me,2.0,Heartz Of Men,2Pac,0.00286,0.794,283373.0,0.773,0.000272,6.0,0.326,-6.065,1.0,0.166,92.465,4.0,0.553,4CzT5ueFBRpbILw34HQYxi
77,All Eyez On Me,2.0,Life Goes On,2Pac,0.117,0.693,301600.0,0.843,0.0,7.0,0.343,-5.463,1.0,0.253,158.465,4.0,0.529,4CzT5ueFBRpbILw34HQYxi
78,All Eyez On Me,2.0,Only God Can Judge Me,2Pac,0.0012,0.803,296907.0,0.784,0.000161,11.0,0.0794,-5.97,0.0,0.198,90.185,4.0,0.801,4CzT5ueFBRpbILw34HQYxi
79,All Eyez On Me,2.0,Tradin War Stories,2Pac,0.476,0.681,329827.0,0.802,0.0,11.0,0.146,-5.819,0.0,0.267,86.503,4.0,0.495,4CzT5ueFBRpbILw34HQYxi
80,All Eyez On Me,2.0,California Love (remix),2Pac,0.00654,0.635,385880.0,0.843,0.0,5.0,0.495,-4.197,1.0,0.0767,91.634,4.0,0.657,4CzT5ueFBRpbILw34HQYxi
81,All Eyez On Me,2.0,I Ain't Mad At Cha,2Pac,0.0177,0.749,293667.0,0.679,9.33e-06,5.0,0.406,-5.889,0.0,0.238,85.04,4.0,0.672,4CzT5ueFBRpbILw34HQYxi
82,All Eyez On Me,2.0,Whatz Ya Phone #,2Pac,0.000314,0.55,309520.0,0.947,2.12e-05,1.0,0.0355,-5.105,1.0,0.31,120.013,4.0,0.707,4CzT5ueFBRpbILw34HQYxi
83,All Eyez On Me,2.0,Can't C Me,2Pac,0.0432,0.797,330760.0,0.852,3.97e-06,0.0,0.409,-2.234,1.0,0.172,95.416,4.0,0.674,4CzT5ueFBRpbILw34HQYxi
84,All Eyez On Me,2.0,Shorty Wanna Be A Thug,2Pac,0.00515,0.808,231653.0,0.716,1.79e-05,4.0,0.182,-3.774,0.0,0.0338,90.009,4.0,0.352,4CzT5ueFBRpbILw34HQYxi
85,All Eyez On Me,2.0,Holla At Me,2Pac,0.0901,0.721,295413.0,0.929,0.0,1.0,0.305,-3.221,0.0,0.215,102.006,4.0,0.547,4CzT5ueFBRpbILw34HQYxi
86,All Eyez On Me,2.0,Wonda Why They Call U B____,2Pac,0.0731,0.792,258467.0,0.876,0.0,4.0,0.351,-2.856,0.0,0.228,101.277,4.0,0.457,4CzT5ueFBRpbILw34HQYxi
87,All Eyez On Me,2.0,When We Ride,2Pac,0.0442,0.704,309587.0,0.836,0.0,11.0,0.0744,-5.254,1.0,0.326,183.465,4.0,0.606,4CzT5ueFBRpbILw34HQYxi
88,All Eyez On Me,2.0,Thug Passion,2Pac,0.146,0.772,307640.0,0.8,0.0,7.0,0.26,-3.799,1.0,0.234,92.008,4.0,0.666,4CzT5ueFBRpbILw34HQYxi
89,All Eyez On Me,2.0,Picture Me Rollin',2Pac,0.029,0.832,314720.0,0.757,0.0,7.0,0.463,-4.908,1.0,0.135,95.905,4.0,0.449,4CzT5ueFBRpbILw34HQYxi
90,All Eyez On Me,2.0,Check Out Time,2Pac,0.149,0.798,279067.0,0.703,1.77e-06,6.0,0.0788,-4.136,1.0,0.251,94.302,4.0,0.6,4CzT5ueFBRpbILw34HQYxi
91,All Eyez On Me,2.0,Ratha Be Ya N____,2Pac,0.204,0.733,253973.0,0.558,0.0,11.0,0.695,-5.56,0.0,0.278,84.577,4.0,0.566,4CzT5ueFBRpbILw34HQYxi
92,All Eyez On Me,2.0,All Eyez On Me,2Pac,0.03,0.873,307773.0,0.719,0.0,1.0,0.333,-5.948,1.0,0.248,93.281,4.0,0.858,4CzT5ueFBRpbILw34HQYxi
93,All Eyez On Me,2.0,Run Tha Streetz,2Pac,0.109,0.788,316400.0,0.788,3.08e-06,8.0,0.174,-4.342,1.0,0.231,166.973,4.0,0.722,4CzT5ueFBRpbILw34HQYxi
94,All Eyez On Me,2.0,Ain't Hard 2 Find,2Pac,0.0237,0.755,268573.0,0.87,0.0,11.0,0.165,-4.483,0.0,0.271,89.966,4.0,0.522,4CzT5ueFBRpbILw34HQYxi
95,All Eyez On Me,2.0,Heaven Ain't Hard 2 Find,2Pac,0.162,0.783,239227.0,0.817,0.0,7.0,0.0745,-5.341,0.0,0.11,174.251,4.0,0.841,4CzT5ueFBRpbILw34HQYxi
96,Loyal To The Game,1.0,Soldier Like Me,2Pac,0.0756,0.74,230493.0,0.604,4.04e-05,11.0,0.108,-6.208,0.0,0.419,172.005,4.0,0.58,33lk2GnP8cJzl7cd1OJrXn
97,Loyal To The Game,1.0,The Uppercut,2Pac,0.299,0.873,230227.0,0.647,0.0,10.0,0.164,-4.459,0.0,0.305,80.999,4.0,0.658,33lk2GnP8cJzl7cd1OJrXn
98,Loyal To The Game,1.0,Out On Bail,2Pac,0.101,0.767,234560.0,0.814,0.0,6.0,0.0672,-6.156,0.0,0.316,189.299,4.0,0.86,33lk2GnP8cJzl7cd1OJrXn
99,Loyal To The Game,1.0,Ghetto Gospel,2Pac,0.0997,0.795,238053.0,0.615,0.0,5.0,0.0793,-5.498,0.0,0.0471,80.535,4.0,0.673,33lk2GnP8cJzl7cd1OJrXn
100,Loyal To The Game,1.0,Black Cotton,2Pac,0.0811,0.627,303080.0,0.72,0.0,6.0,0.209,-5.256,1.0,0.242,84.485,4.0,0.943,33lk2GnP8cJzl7cd1OJrXn
101,Loyal To The Game,1.0,Loyal To The Game,2Pac,0.0941,0.92,203520.0,0.579,0.000132,1.0,0.0919,-5.508,1.0,0.0794,98.12,4.0,0.71,33lk2GnP8cJzl7cd1OJrXn
102,Loyal To The Game,1.0,Thugs Get Lonely Too,2Pac,0.0134,0.805,288080.0,0.878,1.15e-06,7.0,0.21,-6.081,1.0,0.253,81.962,4.0,0.702,33lk2GnP8cJzl7cd1OJrXn
103,Loyal To The Game,1.0,N.I.G.G.A. (Never Ignorant About Getting Goals Accomplished),2Pac,0.221,0.783,182213.0,0.615,0.000314,2.0,0.116,-5.383,1.0,0.42,164.03,4.0,0.693,33lk2GnP8cJzl7cd1OJrXn
104,Loyal To The Game,1.0,Who Do You Love?,2Pac,0.00486,0.855,208360.0,0.594,0.00427,8.0,0.173,-4.386,0.0,0.0584,89.778,4.0,0.428,33lk2GnP8cJzl7cd1OJrXn
105,Loyal To The Game,1.0,Crooked Nigga Too,2Pac,0.445,0.935,175347.0,0.89,0.0,10.0,0.067,-4.628,1.0,0.144,118.06,4.0,0.848,33lk2GnP8cJzl7cd1OJrXn
106,Loyal To The Game,1.0,Don't You Trust Me,2Pac,0.183,0.464,295320.0,0.812,0.0,7.0,0.317,-3.202,1.0,0.341,71.405,4.0,0.438,33lk2GnP8cJzl7cd1OJrXn
107,Loyal To The Game,1.0,Hennessey,2Pac,0.0259,0.735,207453.0,0.862,1.6e-05,11.0,0.0852,-3.224,0.0,0.282,170.042,4.0,0.618,33lk2GnP8cJzl7cd1OJrXn
108,Loyal To The Game,1.0,Thug 4 Life,2Pac,0.278,0.919,173960.0,0.783,0.0,0.0,0.0586,-5.357,1.0,0.0734,105.095,4.0,0.895,33lk2GnP8cJzl7cd1OJrXn
109,Loyal To The Game,1.0,Po Nigga Blues - Scott Storch Remix (Explicit),2Pac,0.206,0.916,219040.0,0.691,0.0,5.0,0.12,-6.071,1.0,0.281,98.2,4.0,0.791,33lk2GnP8cJzl7cd1OJrXn
110,Loyal To The Game,1.0,Hennessey - Red Spyda Remix (Explicit),2Pac,0.129,0.727,198213.0,0.599,0.0,8.0,0.316,-5.352,0.0,0.245,93.934,4.0,0.748,33lk2GnP8cJzl7cd1OJrXn
111,Loyal To The Game,1.0,Crooked Nigga Too - Raphael Saadiq Remix (Explicit),2Pac,0.17,0.83,242293.0,0.75,0.0,11.0,0.326,-5.138,0.0,0.299,100.006,4.0,0.713,33lk2GnP8cJzl7cd1OJrXn
112,Loyal To The Game,1.0,Loyal To The Game - DJ Quik Remix (Explicit),2Pac,0.229,0.769,260853.0,0.644,0.0,7.0,0.0907,-6.394,0.0,0.318,75.337,4.0,0.507,33lk2GnP8cJzl7cd1OJrXn
113,Me Against The World,4.0,Intro,2Pac,0.301,0.799,100333.0,0.598,0.007,10.0,0.113,-9.687,0.0,0.27,80.438,4.0,0.457,3OrucS4sHv6Bl9GS4rafEk
114,Me Against The World,4.0,If I Die 2Nite,2Pac,0.23,0.913,241800.0,0.732,5.42e-06,8.0,0.0426,-7.148,0.0,0.281,91.045,4.0,0.67,3OrucS4sHv6Bl9GS4rafEk
115,Me Against The World,4.0,Me Against The World,2Pac,0.0287,0.79,279133.0,0.799,0.0299,6.0,0.464,-4.25,1.0,0.208,91.921,4.0,0.751,3OrucS4sHv6Bl9GS4rafEk
116,Me Against The World,4.0,So Many Tears,2Pac,0.0233,0.894,239227.0,0.598,1.23e-05,1.0,0.0663,-7.59,1.0,0.173,92.708,4.0,0.605,3OrucS4sHv6Bl9GS4rafEk
117,Me Against The World,4.0,Temptations,2Pac,0.123,0.774,300573.0,0.651,2.26e-06,1.0,0.406,-7.264,1.0,0.0982,90.704,4.0,0.702,3OrucS4sHv6Bl9GS4rafEk
118,Me Against The World,4.0,Young Niggaz,2Pac,0.299,0.803,293333.0,0.752,0.0,1.0,0.114,-7.64,1.0,0.24,101.062,4.0,0.587,3OrucS4sHv6Bl9GS4rafEk
119,Me Against The World,4.0,Heavy In The Game,2Pac,0.293,0.842,261827.0,0.681,0.0,2.0,0.281,-5.79,1.0,0.169,91.389,4.0,0.45,3OrucS4sHv6Bl9GS4rafEk
120,Me Against The World,4.0,Lord Knows,2Pac,0.000262,0.657,270000.0,0.7,0.0,10.0,0.368,-7.558,0.0,0.233,181.559,4.0,0.619,3OrucS4sHv6Bl9GS4rafEk
121,Me Against The World,4.0,Dear Mama,2Pac,0.379,0.773,280000.0,0.542,0.0,6.0,0.129,-7.136,1.0,0.126,84.124,4.0,0.31,3OrucS4sHv6Bl9GS4rafEk
122,Me Against The World,4.0,It Ain't Easy,2Pac,0.502,0.78,293933.0,0.788,0.0,8.0,0.0837,-9.228,1.0,0.0922,90.623,4.0,0.641,3OrucS4sHv6Bl9GS4rafEk
123,Me Against The World,4.0,Can U Get Away,2Pac,0.433,0.674,345800.0,0.605,0.0,11.0,0.47,-8.462,0.0,0.0903,75.969,4.0,0.78,3OrucS4sHv6Bl9GS4rafEk
124,Me Against The World,4.0,Old School,2Pac,0.113,0.794,279200.0,0.873,0.00109,11.0,0.407,-2.559,1.0,0.284,90.841,4.0,0.602,3OrucS4sHv6Bl9GS4rafEk
125,Me Against The World,4.0,Fuck The World,2Pac,0.0815,0.851,252560.0,0.65,0.0,11.0,0.166,-7.402,0.0,0.211,95.52,4.0,0.693,3OrucS4sHv6Bl9GS4rafEk
126,Me Against The World,4.0,Death Around The Corner,2Pac,0.00587,0.856,247333.0,0.678,1.27e-05,6.0,0.205,-8.707,0.0,0.242,92.715,4.0,0.448,3OrucS4sHv6Bl9GS4rafEk
127,Me Against The World,4.0,Outlaw,2Pac,0.318,0.822,272867.0,0.555,0.0,6.0,0.202,-6.941,1.0,0.435,78.683,4.0,0.622,3OrucS4sHv6Bl9GS4rafEk
128,Until The End Of Time,1.0,Ballad Of A Dead Soulja,2Pac,0.0307,0.699,255733.0,0.856,0.0,1.0,0.096,-3.568,1.0,0.226,205.439,4.0,0.395,0uT4bCZS9o5C1ThDa2VxpV
