,id,song,album,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,album_id,date
4345,3Umg8CDhO8dOSj7yBTInYb,Within You Without You - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,0.339,0.352,304667.0,0.479,0.000353,6.0,0.486,-9.965,1.0,0.0338,126.166,4.0,0.354,6QaVfG1pHYl1z15ZxkvVDW,1967-06-01
4346,1NrbnHlR2BFREcyWXHIHip,When I'm Sixty Four - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,0.625,0.704,157667.0,0.241,2.8e-05,1.0,0.0868,-13.258,1.0,0.0476,140.411,4.0,0.661,6QaVfG1pHYl1z15ZxkvVDW,1967-06-01
4347,6h9W5FxX4E9lUFsyq8j1AD,Lovely Rita - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,0.0634,0.61,162093.0,0.471,0.0,8.0,0.118,-9.151,0.0,0.0261,87.379,4.0,0.63,6QaVfG1pHYl1z15ZxkvVDW,1967-06-01
4348,0xIuNHHcKI1JDuBPlSwzb1,Good Morning Good Morning - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,0.0858,0.542,161227.0,0.618,0.0,2.0,0.772,-8.876,1.0,0.139,121.849,3.0,0.93,6QaVfG1pHYl1z15ZxkvVDW,1967-06-01
4349,42ocGQCOT0xYtV3f5kJDsD,Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,0.0061,0.653,79067.0,0.889,0.589,0.0,0.892,-8.006,1.0,0.0453,118.773,4.0,0.879,6QaVfG1pHYl1z15ZxkvVDW,1967-06-01
4350,0hKRSZhUGEhKU6aNSPBACZ,A Day In The Life - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,0.29,0.364,337413.0,0.457,0.000106,4.0,0.922,-14.162,0.0,0.0675,163.219,4.0,0.175,6QaVfG1pHYl1z15ZxkvVDW,1967-06-01
5481,7xjFHG0eQSVAZkEaWXGJev,What's On My Mind,Walls,Barbra Streisand,0.941,0.329,316400.0,0.404,0.000364,6.0,0.106,-10.923,0.0,0.0397,170.032,4.0,0.212,4rqLmj7ir7JlnF06QWZAF9,2018-11-02
5482,0z61v6wOrb52OAk6pdK27u,Don't Lie to Me,Walls,Barbra Streisand,0.716,0.564,237933.0,0.529,0.0,8.0,0.124,-8.62,0.0,0.0285,94.99,4.0,0.424,4rqLmj7ir7JlnF06QWZAF9,2018-11-02
5483,4iqnkI02PsYqVvCfyKws11,Imagine / What a Wonderful World,Walls,Barbra Streisand,0.958,0.221,320213.0,0.232,0.00013,4.0,0.095,-12.085,1.0,0.0305,93.142,4.0,0.0997,4rqLmj7ir7JlnF06QWZAF9,2018-11-02
5484,17Dr5SKrYDZtTmShtcTeYR,Walls,Walls,Barbra Streisand,0.976,0.238,234853.0,0.242,0.000351,0.0,0.098,-11.748,0.0,0.0294,93.866,4.0,0.107,4rqLmj7ir7JlnF06QWZAF9,2018-11-02
5485,1GLv0LJGWVI3W82GvDDnBK,Lady Liberty,Walls,Barbra Streisand,0.945,0.207,232187.0,0.327,1.36e-05,6.0,0.141,-9.321,0.0,0.0352,173.368,3.0,0.197,4rqLmj7ir7JlnF06QWZAF9,2018-11-02
5486,1LD9rU1vUUbffoz33a8Mbj,What the World Needs Now,Walls,Barbra Streisand,0.916,0.255,276747.0,0.347,0.0,1.0,0.101,-10.659,1.0,0.0493,173.031,4.0,0.164,4rqLmj7ir7JlnF06QWZAF9,2018-11-02
5487,1QAIa9US3WwDAqZdn81FIb,Better Angels,Walls,Barbra Streisand,0.928,0.273,248133.0,0.255,4.7e-06,8.0,0.106,-11.395,1.0,0.0327,65.268,4.0,0.156,4rqLmj7ir7JlnF06QWZAF9,2018-11-02
5488,1mUJCodnx6FNQ3CeHDLBBd,Love's Never Wrong,Walls,Barbra Streisand,0.952,0.205,246200.0,0.208,3.62e-06,4.0,0.11,-13.223,0.0,0.0316,168.168,3.0,0.0577,4rqLmj7ir7JlnF06QWZAF9,2018-11-02
5489,4tIj9moC5Su9HPU48vBbF5,The Rain Will Fall,Walls,Barbra Streisand,0.865,0.338,282720.0,0.526,1.01e-05,2.0,0.604,-8.629,0.0,0.0333,111.996,4.0,0.355,4rqLmj7ir7JlnF06QWZAF9,2018-11-02
5490,4d7ObdgpOWJgelJO43fUog,Take Care of This House,Walls,Barbra Streisand,0.973,0.182,250080.0,0.15,0.00015,6.0,0.131,-13.274,1.0,0.0392,73.116,3.0,0.0879,4rqLmj7ir7JlnF06QWZAF9,2018-11-02
