,artist,album,albumcount,year
19549,B.B. King,The Best Of B.B. King: 20th Century Masters The Millenium Collection,2,1999
20418,Babyface,Christmas With Babyface,5,1998
20765,Bad Company,Company Of Strangers,3,1995
20973,Bad Religion,No Substance,2,1998
21024,Bad Religion,The Gray Race,5,1996
21264,Bahamadia,Kollage,5,1996
21625,Bang Tango,Dancin' On Coals,3,1991
22534,Barenaked Ladies,Born On A Pirate Ship,2,1996
22605,Barenaked Ladies,Maybe You Should Drive,1,1994
22752,Barney,"Happy Holidays, Love Barney",5,1997
23016,Barry Manilow,Manilow Sings Sinatra,7,1998
23129,Barry Manilow,The Complete Collection,1,1992
23588,Basic Black,Basic Black,1,1990
23780,Batdorf & Rodney,Batdorf & Rodney,7,1997
24066,BeBe & CeCe Winans,First Christmas,2,1993
24479,Beastie Boys,Some Old Bullshit,7,1994
24493,Beastie Boys,The In Sound From Way Out!,7,1996
24533,Beats International,Let Them Eat Bingo,6,1990
25089,Bee Gees,Size Isn't Everything,3,1993
25427,Bela Fleck & The Flecktones,Left Of Cool,1,1998
25864,Ben Folds Five,Naked Baby Photos,4,1998
26384,Berlin Philharmonic/Mstislav Rostropovich,Tchaikovsky: Nutcracker Suite: The Works,1,1996
26600,Beth Hart,Screamin' For My Supper,6,1999
27097,Better Than Ezra,How Does Your Garden Grow?,1,1998
27574,Big Bad Voodoo Daddy,This Beautiful Life,3,1999
27698,Big Daddy Kane,Daddy's Home,1,1994
27953,Big L,Lifestylez Ov Da Poor & Dangerous,2,1995
27976,Big Mike,Hard To Hit,3,1999
28060,Big Mountain,Unity,5,1994
28285,Big Tymers,How You Luv That? Vol. 2,2,1998
28451,Bill & Gloria Gaither And Their Homecoming Friends,A Tribute To Howard & Vestal Goodman,1,1996
28662,Bill & Gloria Gaither And Their Homecoming Friends,I'll Meet You On The Mountain,2,1999
28743,Bill & Gloria Gaither And Their Homecoming Friends,Kennedy Center Homecoming: A Celebration Of Our Faith And Heritage,2,1999
28839,Bill & Gloria Gaither And Their Homecoming Friends,Mountain Homecoming,3,1999
29280,Bill Deal & The Rhondels,The Best Of Bill Deal & The Rhondels,2,1999
29543,Bill Withers,The Best Of Bill Withers: Lean On Me,1,1994
29710,Billy Bragg & Wilco,Mermaid Avenue,7,1998
29892,Billy Dean,It's What I Do,5,1996
30017,Billy Idol,Cyberpunk,7,1993
30813,Billy Ray Cyrus,Trail Of Tears,4,1996
30835,Billy Squier,Creatures Of Habit,6,1991
31082,Biohazard,Mata Leao,1,1996
31097,Biohazard,New World Disorder,1,1999
31441,Bjork,Telegram,5,1996
31564,Black 47,Fire Of Freedom,1,1993
33201,Blind Melon,Nico,1,1996
33950,Bloods & Crips,Bangin On Wax 2...The Saga Continues,4,1994
34154,Blue Man Group,Audio,1,1999
34595,Blues Traveler,Travelers & Thieves,6,1991
34645,Blur,Blur: The Best Of,1,1997
34677,Blur,The Great Escape,1,1995
34822,BoDeans,Black And White,5,1991
34834,BoDeans,Blend,2,1996
34844,BoDeans,Go Slow Down,3,1993
34857,BoDeans,Joe Dirt Car,1,1995
34969,Bob Carlisle,Stories From The Heart,2,1996
35248,Bob Dylan,Greatest Hits Volume 3,2,1994
35749,Bob Dylan,World Gone Wrong,4,1993
36670,Bobbie Gentry,Bobbie Gentry's Greatest!,2,1990
36871,Bobby Fuller Four,The Bobby Fuller Four,2,1998
37306,Bobby Vinton,16 Most Requested Songs,1,1991
38492,Bonnie Tyler,The Very Best Of Bonnie Tyler,1,1999
38639,Boogie Down Productions,Live Hardcore Worldwide,7,1991
38678,Book Of Love,Candy Carol,4,1991
39019,Bootleg,Death Before Dishonesty,5,1999
39185,Born Jamericans,Kids From Foreign,1,1994
39383,Bounty Killer,My Xperience,4,1996
39615,Boy George And Culture Club,At Worst...The Best Of,3,1993
39750,Boyz II Men,Cooleyhighharmony (International Edition),6,1991
39904,Boyzone,Where We Belong,4,1998
40415,Brand Nubian,Everything Is Everything,3,1994
40431,Brand Nubian,Foundation,5,1998
41191,Brenda & The Tabulations,Dry Your Eyes,4,1997
41246,Brenda Lee,Jingle Bell Rock,2,1993
41269,Brenda Lee,Rockin' Around The Christmas Tree: The Decca Christmas Recordings,1,1999
41287,Brenda Lee,The Best Of Brenda Lee: 20th Century Masters The Christmas Collection,5,1999
41738,Brian Hyland,Brian Hyland,4,1994
41814,Brian McKnight,Bethlehem,6,1998
43222,Brotha Lynch Hung,EBK4,6,1999
43283,Brotha Lynch Hung,Season Of Da Siccness,2,1995
43390,Brother Jack McDuff,Down Home Style,6,1997
43472,Bruce Cockburn,Charity Of Night,1,1996
43493,Bruce Cockburn,Dart To The Heart,2,1994
43534,Bruce Dickinson,Balls To Picasso,1,1994
43621,Bruce Hornsby,Spirit Trail,2,1998
43774,Bruce Springsteen,In Concert / MTV Plugged,1,1993
43938,Bruce Springsteen,Tracks,7,1998
44242,Bryan Adams,On A Day Like Today,2,1998
44299,Bryan Ferry,As Time Goes By,1,1999
44445,Bryan White,How Lucky I Am,3,1999
44608,Buck Owens,I Don't Care,5,1995
44671,Buck Owens,Your Tender Loving Care,7,1997
44685,Buck-O-Nine,Twenty-Eight Teeth,1,1997
44912,Buddy Guy,Damn Right I've Got The Blues,6,1991
44924,Buddy Guy,Feels Like Rain,7,1993
44935,Buddy Guy,Heavy Love,1,1999
44980,Buddy Guy,Slippin' In,1,1994
45015,Buddy Guy (With G.E. Smith And The SNL Band),Live! The Real Deal,1,1996
45094,Buddy Holly,The Best Of Buddy Holly: 20th Century Masters The Millennium Collection,2,1999
45223,Buddy Rich,"Mercy, Mercy",6,1997
45283,Buffalo Tom,Big Red Letter Day,1,1993
45294,Buffalo Tom,Sleepy Eyed,1,1995
45448,Built To Spill,Keep It Like A Secret,1,1999
45489,Buju Banton,'Til Shiloh,2,1995
45541,Buju Banton,Voice Of Jamaica,7,1993
46016,Bushwick Bill,Phantom Of The Rapra,7,1995
46594,C.C.S.,Whole Lotta Love,2,1991
46731,CRU,Da Dirty 30,3,1997
48022,Canibus,Can-I-Bus,7,1998
48198,Cannibal Corpse,Vile,1,1996
48671,Carl Stalling Project,Music From Warner Bros. Cartoons 1936 - 1958,2,1990
48788,Carlene Carter,Little Love Letters,1,1993
49242,Carnie & Wendy Wilson,Hey Santa!,3,1993
49373,Carole King,In Concert,3,1994
49650,Caron Wheeler,UK Blak,7,1990
50322,Cassandra Wilson,New Moon Daughter,5,1995
50334,Cassandra Wilson,Traveling Miles,5,1999
50590,Casual,Fear Itself,2,1994
50961,CeCe Winans,Alabaster Box,7,1999
51354,Celly Cel,G-Filez,6,1998
52058,Channel Live,Station Identification,5,1995
52198,Charles & Eddie,Duophonic,5,1992
52542,Charlie Daniels,Renegade,3,1991
52838,Charlie Zaa,Un Segundo Sentimiento,1,1998
53265,Cheap Trick,Woke Up With A Monster,2,1994
53458,Chely Wright,Let Me In,7,1997
53491,Chely Wright,Single White Female,5,1999
54290,Chicago,Chicago 25,7,1998
54533,Chicago,Night And Day,7,1995
54759,Chico DeBarge,The Game,7,1999
56087,Chris LeDoux,Cowboy,5,1992
56110,Chris LeDoux,One Road Man,1,1998
56158,Chris Rea,Auberge,1,1991
56273,Chris Rock,Roll With The New,7,1997
56944,Christion,Ghetto Cyrano,2,1997
57029,Christopher Williams,Not A Perfect Man,5,1995
57232,Chuck Berry,The Best Of Chuck Berry: 20th Century Masters The Millennium Collection,4,1999
57326,Chuck D,Autobiography Of Mistachuck,1,1996
57942,Clannad,Lore,1,1996
58229,Clay Crosse,Stained Glass,5,1997
58422,Cledus T. Judd,Did I Shave My Back For This?,2,1998
58854,Clutch,The Elephant Riders,1,1998
58953,Cocoa Brovaz,The Rude Awakening,7,1998
58980,Cocteau Twins,Four-Calendar Cafe,3,1991
59000,Cocteau Twins,Milk & Kisses,2,1996
59293,Coko,Hot Coko,6,1999
59873,Collin Raye,Christmas The Gift,4,1996
60016,Color Me Badd,Now & Forever,4,1996
60202,Colvin & Earle,Colvin & Earle,1,1996
60580,Common,One Day It'll All Make Sense,5,1997
60669,Compton's Most Wanted,It's A Compton Thang,7,1990
60721,Concrete Blonde,Mexican Moon,5,1993
60765,Confederate Railroad,When And Where,5,1995
61127,Conway Twitty,Final Touches,7,1993
61287,Corey Hart,Bang,5,1990
61445,Cornershop,When I Was Born For The 7Th Time,5,1997
61466,Corona,Rhythm Of The Night,7,1995
61467,Corrosion Of Conformity,Corrosion Of Conformity,1,1994
61509,Corrosion Of Conformity,Wiseblood,2,1996
61566,Count Basie,Our Shining Hour,4,1991
61578,Count Basie,The Board Of Directors,6,1998
61648,Counting Crows,August And Everything After: Live At Town Hall,1,1993
61956,Cowboy Junkies,Miles From Our Home,5,1998
62026,Cowboy Mouth,Are You With Me?,1,1996
62103,Cracker,Gentleman's Blues,1,1998
62299,Craig Mack,Operation: Get Down,6,1997
62404,Crash Test Dummies,A Worm's Life,5,1996
62770,Crime Boss Featuring The Fedz,Conflicts & Confusion,5,1997
63195,Crowded House,Together Alone,7,1993
63296,Crucial Conflict,Good Side Bad Side,4,1998
63451,Crystal Lewis,Beauty For Ashes,2,1996
63989,Cyndi Lauper,Hat Full Of Stars,4,1993
64022,Cyndi Lauper,Sisters Of Avalon,1,1996
64271,D-Nice,To Tha Rescue,5,1991
64283,D-Shot,Six Figures,2,1997
64379,D.J. Magic Mike & M.C. Madness,Twenty Degrees Below Zero,7,1992
64396,D.O.A.,Murder,5,1990
64808,DJ Kool,Let Me Clear My Throat,5,1996
64823,DJ Pooh,Bad Newz Travels Fast,3,1997
65347,Da Lench Mob,Planet Of Da Apes,2,1994
65373,Da Youngsta's,The Aftermath,5,1993
66004,Dan Fogelberg,River Of Souls,3,1993
66184,Dana Dane,Dana Dane 4-Ever,4,1990
66394,Danger Danger,Screw It!,5,1991
66709,Danny Gatton,88 Elmira St.,4,1991
66849,Danzig,Danzig III How The Gods Kill,7,1992
66913,Dar Williams,End Of The Summer,1,1997
67346,Daryl Hall,Soul Alone,3,1993
67682,Daryle Singletary,Ain't It The Truth,3,1998
67702,Das EFX,Generation EFX,3,1998
67717,Das EFX,Hold It Down,6,1995
68219,Dave Grusin,The Gershwin Connection,2,1991
68378,Dave Koz,Dave Koz & Friends: The 25th Of December,2,1999
68406,Dave Koz,Lucky Man,5,1993
68858,Dave Matthews Band,Remember Two Things,1,1993
69324,David Benoit,Inner Motion,4,1990
69590,David Bowie,Earthling,6,1997
69635,David Bowie,Hours...,4,1999
69966,David Bromberg,My Own House,4,1999
70011,David Byrne,Feelings,1,1997
70090,David Byrne,Uh-Oh,6,1992
70489,David Foster,The Christmas Album,5,1993
70893,David Kersh,If I Never Stop Loving You,6,1998
70937,David Lee Murphy,Gettin' Out The Good Stuff,6,1996
70991,David Lee Roth,Your Filthy Little Mouth,2,1994
71158,David Ruffin,David Ruffin,7,1998
71219,David Sanborn,Another Hand,7,1991
71284,David Sanborn,Songs From The Night Before,2,1996
71387,David Wilcox,Big Horizon,1,1994
71764,Dead Can Dance,Toward The Within,3,1994
71817,Deadsy,Commencement,3,1999
72422,Debbie Gibson,Body Mind Soul,3,1993
72628,Deee-Lite,Dewdrops In The Garden,4,1994
72882,Deep Purple,The Battle Rages On,1,1993
73569,Del Amitri,Change Everything,3,1992
73581,Del Amitri,Some Other Sucker's Parade,1,1997
73651,Del The Funky Homosapien,No Need For Alarm,1,1993
73736,Delbert McClinton,One Of The Fortunate Few,5,1997
74146,Denis Leary,Lock 'N Load,1,1997
74527,Depeche Mode,Songs Of Faith & Devotion-Live,1,1993
74694,Derek & The Dominos,The Layla Sessions,5,1990
74848,Descendents,Everything Sucks,1,1996
75469,Devin The Dude,The Dude,3,1998
75731,Diana King,Tougher Than Love,4,1995
76077,Diana Ross,Force Behind The Power,3,1991
76187,Diana Ross,Take Me Higher,2,1995
76662,Digable Planets,Blowout Comb,7,1994
76701,Digital Underground,Future Rhythm,3,1996
76919,Dinosaur Jr.,Green Mind,6,1991
76929,Dinosaur Jr.,Hand It Over,1,1997
77022,Dio,Strange Highways,2,1993
77530,Dire Straits,On The Night,5,1993
77808,Dishwalla,And You Think You Know What Life's About,1,1998
77885,Dispatch,Dispatch (EP),1,1997
78376,Dokken,Dysfunctional,6,1995
78399,Dokken,Shadowlife,1,1997
78607,Dolly Parton,Hungry Again,2,1998
78725,Dolly Parton,The Grass Is Blue,1,1999
79332,Donald Byrd,Donald Byrd's Best,4,1992
80549,Doug Stone,The First Christmas,1,1992
80641,Down,Nola,6,1995
81336,Dream Theater,Change Of Seasons,3,1995
81351,Dream Theater,Falling Into Infinity,4,1997
81425,Dream Theater,Once In A Livetime,1,1998
81448,Dream Theater,Scenes From A Memory,2,1999
81826,Drivin' N' Cryin',Smoke,3,1993
81963,Dropkick Murphys,The Gang's All Here,1,1999
82047,Dru Down,Can You Feel Me,7,1996
82244,Duff McKagan,Believe In Me,2,1993
82275,Duke Ellington,Best Of Duke Ellington,1,1996
82295,Duke Ellington,Ellington '65: Hits Of The 60's/This Time By Ellington,7,1997
82367,Duncan Sheik,Humming,2,1998
82494,Duran Duran,Greatest,1,1998
83004,Dwight Yoakam,Under The Covers,7,1997
83143,E-40,Charlie Hustle: BluePrint Of A Self-Made Millionaire,6,1999
83426,E-40,The Mail Man,5,1993
83490,ED O.G & DA Bulldogs,Life Of A Kid In The Ghetto,1,1991
83938,Earl Klugh,Earl Klugh,6,1991
84001,Earl Klugh,Midnight In San Juan,3,1991
84299,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire, Vol. II",4,1997
85192,Eden's Children,Eden's Children,2,1995
85576,Edwyn Collins,Gorgeous George,4,1994
85740,El DeBarge,"Heart, Mind & Soul",7,1994
86165,Electronic,Raise The Pressure,1,1996
86754,Elliott Smith,Either/Or: Expanded Edtition,1,1997
86798,Elliott Smith,XO,3,1998
87551,Elvis Costello,Kojak Variety,3,1995
87566,Elvis Costello,Mighty Like A Rose,7,1991
87919,Elvis Crespo,The Remixes,1,1995
88453,Elvis Presley,King Of Rock 'N' Roll - The Complete '50's Masters,2,1992
88590,Elvis Presley,Platinum: A Life In Music,3,1997
88943,"Emerson, Lake & Palmer",Black Moon,4,1992
89038,"Emerson, Lake & Palmer","The Best Of Emerson, Lake And Palmer",7,1994
89547,Emmylou Harris,Cowgirl's Prayer,5,1993
89693,Emmylou Harris,Spyboy,2,1998
89794,Emmylou Harris & The Nash Ramblers,At The Ryman,3,1992
90816,Eric Benet,True To Myself,5,1996
90829,Eric Burdon,Stop,5,1993
91136,Eric Clapton,Crossroads 2 (Live In The Seventies),1,1996
91591,Eric Johnson,Venus Isle,6,1996
91705,Erick Sermon,No Pressure,6,1993
92242,Eternal,Always & Forever,7,1993
92307,Etta James,Her Best,2,1997
93077,Everything But The Girl,Temperamental,7,1999
93378,Extreme,Waiting For The Punchline,5,1995
93603,FFH,I Want To Be Like You,1,1994
93877,Face To Face,Ignorance Is Bliss,1,1999
93928,Facemob,The Other Side Of The Law,7,1996
94800,Faster Pussycat,Whipped,4,1992
94950,Fat Joe,Jealous One's Envy,3,1995
95242,Fear Factory,Remanufacture (Cloning Technology),1,1997
95621,Fight,A Small Deadly Space,1,1995
95631,Fight,War Of Words,5,1993
96004,First Choice,Armed And Extremely Dangerous,4,1997
96031,First Choice,The Player,7,1997
96045,Fishbone,Chim Chim's Badass Revenge,1,1996
96060,Fishbone,Give A Monkey A Brain And He'll Swear He's The Center Of ...,4,1993
96204,Five,Invincible,3,1999
96393,Five Iron Frenzy,Our Newest Album Ever!,1,1998
98063,For Squirrels,Example,4,1995
98319,Foreigner,Mr. Moonlight,6,1995
99331,Frank Black,Frank Black,5,1993
99346,Frank Black,Teenager Of The Year,2,1994
99368,Frank Black,The Cult Of Ray,1,1996
99796,Frank Sinatra,Sinatra 80th - All The Best,5,1995
101123,Freedy Johnston,Never Home,1,1997
101440,Frost,"Smile Now, Die Later",3,1995
101472,Frost,When Hell.A. Freezes Over,3,1997
101507,Fu-Schnickens,Nervous Breakdown,4,1994
101609,Fugazi,End Hits,2,1998
101623,Fugazi,Red Medicine,5,1995
101845,Funkdoobiest,Brothas Doobie,3,1995
102317,G. Love & Special Sauce,Coast To Coast Motel,1,1995
102342,G. Love & Special Sauce,Philadelphonic,7,1999
102370,G. Love & Special Sauce,"Yeah, It's That Easy",2,1997
102674,Gaither Vocal Band,God Is Good,1,1999
102938,Gang Starr,Full Clip: A Decade Of Gang Starr,7,1999
103062,Gangsta Boo,Enquiring Minds,6,1998
103302,Gary Allan,It Would Be You,6,1998
103382,Gary Chapman,Shelter,1,1996
103573,Gary McFarland,America The Beautiful,3,1991
104082,Gene Ammons,The Boss Is Back!,2,1994
104376,Genesis,Calling All Stations,5,1997
104549,Genesis,Turn It On Again: The Hits: The Tour Edition,3,1999
104993,George Clinton,Greatest Funkin' Hits,4,1996
105027,George Clinton & The P-Funk Allstars,T.A.P.O.A.F.O.M.,4,1996
105385,George Howard,A Home Far Away,4,1994
105461,George Jones,Bradley's Barn Sessions,4,1994
105517,George Jones,I Lived To Tell It All,2,1996
105664,George Lynch,Sacred Groove,1,1993
105803,George Michael,Songs From The Last Century,7,1999
106196,George Strait,Strait Out Of The Box: Part 2,6,1995
106866,Geri Halliwell,Schizophonic,7,1999
107047,Ghetto Twiinz,No Pain No Gain,1,1998
107424,Gillette,On The Attack,4,1994
107434,Gillian Welch,Hell Among The Yearlings,1,1998
107723,Gipsy Kings,Compas,7,1997
107736,Gipsy Kings,Este Mundo,7,1991
107814,Gipsy Kings,Tierra Gitana,3,1996
108567,Glenn Frey,Solo Collection,1,1995
108773,Gloria Estefan,Greatest Hits Vol. II,3,1993
109086,Go-Go's,Go-Go's Greatest,4,1990
109244,God Lives Underwater,Life In The So--Called Space Age,2,1998
109596,Goldfinger,Hang - Ups,4,1998
111549,Grateful Dead,Fallout From The Phil Zone,3,1997
111578,Grateful Dead,Fillmore East 2-11-69,2,1997
111889,Grateful Dead,So Many Roads (1965-1995),1,1999
112046,Grateful Dead,Two From The Vault,3,1992
112136,Gravediggaz,"The Pick, The Sickle And The Shovel",6,1997
112162,Gravity Kills,Perversion,4,1996
112204,Great White,Can't Get There From Here,1,1999
112227,Great White,Psycho City,6,1992
112238,Great White,Sail Away,1,1994
113246,"Grover Washington, Jr.",Soulful Strut,2,1996
114111,Guster,Lost And Gone Forever,1,1999
114209,Gwar,America Must Be Destroyed,1,1991
114602,Hal Ketchum,Every Little Word,6,1994
114942,Hank Williams,Father & Son,3,1993
115310,Hank Williams Jr.,Out Of Left Field,4,1993
115332,Hank Williams Jr.,Stormy,1,1999
116412,Havana 3 A.M.,Havana 3 A.M.,3,1991
116921,Heart,Rock The House Live!,7,1991
116935,Heart,The Road Home,6,1995
117005,Heather Nova,Oyster,4,1994
117017,Heather Nova,Siren,1,1998
117114,Heavy D,Heavy,6,1991
117356,Helix,Back For Another Taste,6,1990
117521,Helmet,Aftertaste,5,1997
117594,Heltah Skeltah,Magnum Force,4,1998
118562,Hi-Five,Faithful,4,1993
119326,Holly Dunn,Milestones - Greatest Hits,1,1991
119456,Hollywood(Mauceri),The King And I,4,1992
119675,Hoodoo Gurus,Kinky,1,1991
119758,Hootie & The Blowfish,Hootie & The Blowfish,6,1994
119884,Horace Brown,Horace Brown,2,1996
120286,Hothouse Flowers,Songs From The Rain,3,1993
120386,House Of Pain,Truth Crushed To Earth Shall Rise Again,4,1996
120850,Hum,Downward Is Heavenward,1,1998
121292,II D Extreme,II D Extreme,4,1993
121330,INXS,"Full Moon, Dirty Hearts",5,1993
123391,Indecent Obsession,Indecent Obsession,6,1993
123543,Indigo Girls,Come On Now Social,7,1999
123766,Infectious Grooves,Sarsippius' Ark,5,1993
123945,Insane Clown Posse,Featuring Freshness,1,1997
123962,Insane Clown Posse,Forgotten Freshness: Volume 4,1,1998
124154,Inspectah Deck,Uncontrolled Substance,5,1999
124599,Iron Maiden,A Real Dead One,1,1993
124833,Iron Maiden,The X Factor,3,1995
124844,Iron Maiden,Virtual XI,1,1998
124971,Isaac Hayes,The Best Of Isaac Hayes,4,1996
125301,Issues,Issues,3,1999
126081,JT The Bigga Figga,Dwellin' In The Labb,1,1995
127919,Jamal,"Last Chance, No Breaks",1,1995
127949,James,Whiplash,1,1997
128111,James Brown,20 All-Time Greatest Hits!,2,1991
128592,James Cotton,The James Cotton Blues Band,2,1991
128706,James Galway,Wind Beneath My Wings,1,1991
128721,James Galway & Phil Coulter,Legends,1,1997
128759,James Ingram,"Forever More (Love Songs, Hits & Duets)",1,1999
129718,Jane Wiedlin,Jane Wiedlin,6,1993
130271,Jars Of Clay,Drummer Boy (EP),4,1995
131267,Jayo Felony,Whatcha Gonna Do,5,1998
131791,Jeff Beck,Who Else!,5,1999
131859,Jeff Buckley,Sketches For My Sweetheart The Drunk,3,1998
131889,Jeff Carson,Jeff Carson,7,1995
131929,Jeff Foxworthy,Greatest Bits,1,1993
132438,Jeffrey Osborne,That's For Sure,1,1999
132470,Jellyfish,Spilt Milk,1,1993
132636,Jennifer Holliday,I'm On Your Side,1,1991
132962,Jerald Daemyon,Thinking About You,2,1995
133144,Jeremy Jordan,Try My Love,2,1993
133331,Jerry Butler,The Best Of Jerry Butler,5,1992
133473,Jerry Garcia & David Grisman,Shady Grove,1,1996
133553,Jerry Garcia Band,How Sweet It Is...,5,1997
133645,Jerry Harrison: Casual Gods,Walk On Water,3,1990
133716,Jerry Knight,Jerry Knight,7,1995
134193,Jeru The Damaja,Wrath Of The Math,5,1996
134786,Jesus Jones,Perverse,6,1993
134879,Jethro Tull,Catfish Rising,5,1991
134915,Jethro Tull,J-Tull Dot Com,1,1999
134930,Jethro Tull,Little Light Music,2,1992
135003,Jethro Tull,Roots To Branches,1,1995
135550,Jim Brickman,By Heart,4,1995
136144,Jimi Hendrix,Jimi Hendrix Live At Woodstock,3,1999
136199,Jimi Hendrix,South Saturn Delta,6,1997
136322,Jimmie Vaughan,Strange Pleasure,4,1994
136334,Jimmie's Chicken Shack,Bring Your Own Stereo,7,1999
136438,Jimmy Buffett,Before The Beach,2,1993
137044,Jimmy Ray,Jimmy Ray,6,1998
137054,Jimmy Roselli,Core Spezzato,3,1993
137075,Jimmy Roselli,There Must Be A Way,3,1993
137183,Jimmy Smith,The Best Of Jimmy Smith,4,1995
137307,Jingle Cats,Here Comes Santa Claws,1,1994
137321,Jingle Cats,Meowy Christmas,3,1993
138145,Jocelyn Enriquez,Jocelyn,1,1997
138900,Joe Diffie,A Night To Remember,1,1999
138922,Joe Diffie,Life's So Funny,7,1995
138932,Joe Diffie,Mr. Christmas,6,1995
139061,Joe Jackson,Laughter And Lust,4,1991
139249,Joe Sample,Invitation,1,1993
139285,Joe Sample Featuring Lalah Hathaway,The Song Lives On,1,1999
139467,Joe Satriani/Eric Johnson/Steve Vai,G3 -- Live In Concert,3,1997
140013,John Anderson,Takin' The Country Back,4,1997
140256,John Denver,All Aboard!,1,1997
140349,John Denver,Flower That Shattered The Stone,6,1990
140480,John Denver,Wildlife Concert,4,1995
140695,John Forte,Poly Sci,3,1998
141154,John Lee Hooker,Don't Look Back,3,1997
142056,John Mellencamp,Rough Harvest,4,1999
142205,John Michael Montgomery,Home To You,4,1999
142235,John Michael Montgomery,Leave A Mark,5,1998
142308,John Parish & PJ Harvey,Dance Hall At Louse Point,1,1996
142352,John Popper,Zygote,1,1999
142441,John Prine,In Spite Of Ourselves,1,1999
142575,John Scofield & Pat Metheny,I Can See Your House From Here,2,1994
142741,John Tesh,Monterey Nights,3,1993
142755,John Tesh,One World,7,1998
142768,John Tesh,Sax On The Beach,4,1995
142916,John Williams,American Journey,4,1996
143644,Johnny Cash,Unchained,2,1996
143842,Johnny Mathis,All About Love,1,1996
145507,Joni Mitchell,Taming The Tiger,4,1998
145914,Jose Luis Rodriguez Con Los Panchos,Inolvidable,1,1997
146662,Journey,Greatest Hits Live,7,1998
146897,Jr. Walker & The All Stars,Home Cookin',4,1994
147339,Judas Priest,Metal Works '73-'93,2,1993
147756,Judy Garland,The Best Of Judy Garland,2,1999
148101,Juliana Hatfield,Only Everything,7,1995
148201,Julio Iglesias,Calor,2,1992
148857,Juvenile,Being Myself (Remixed),2,1994
149187,K-Solo,Time's Up,2,1992
149257,K.T. Oslin,Greatest Hits: Songs From An Aging Sex Bomb,7,1993
149456,KISS,Carnival Of Souls: The Final Sessions,4,1997
149529,KISS,Greatest Kiss,4,1997
149775,KISS,The Best Of Kiss: 20th Century Masters The Millenium Collection,1,1995
149872,KMFDM,Xtort,3,1996
149928,KRS-One,KRS-One,6,1995
150904,Karyn White,Make Him Do Right,7,1994
151415,Kathie Lee Gifford,Sentimental,3,1993
151425,Kathleen Battle & Jessye Norman,Spirituals In Concert,2,1991
151536,Kathy Mattea,Lonesome Standard Time,7,1992
151608,Kathy Troccoli,Love And Mercy,1,1997
151883,Keali'i Reichel,E O Mai,1,1997
151999,Keb' Mo',Slow Down,6,1998
152301,Keith Murray,It's A Beautiful Thing,6,1999
153259,Kenny Burrell,Blue Bash!,4,1999
153881,Kenny Loggins,The Unimaginable Life,7,1997
153956,Kenny Rogers,Across My Heart,1,1997
