,artist,album,albumcount,year
275877,Tammy Wynette,The World Of Tammy Wynette,2,1970
275926,Tangerine Dream,Phaedra,2,1974
275930,Tangerine Dream,Sorcerer,6,1977
275942,Tangerine Dream,Stratosfear,7,1976
276139,Tantrum,Rather Be Rockin',3,1979
276207,Tanya Tucker,Tanya Tucker,7,1972
279329,The 4 Seasons,Half & Half,2,1970
279339,The 4 Seasons,Helicon,5,1977
280296,The Allman Brothers Band,The 1971 Fillmore East Recordings,1,1971
280417,The Amboy Dukes,Marriage On The Rocks/Rock Bottom,2,1970
280818,The Association,Stop Your Motor,4,1971
281783,The Beach Boys,Love You,7,1977
281918,The Beach Boys,Sunflower,4,1970
283946,The Brecker Brothers,Don't Stop The Music,6,1977
284440,The Byrds,Farther Along,7,1971
285000,The Chambers Brothers,The Chambers Brothers' Greatest Hits,7,1970
285339,The Chi-lites,Toby,5,1974
285934,The Cleveland Orchestra,Carl Orff: Carmina Burana,4,1975
286811,The Crusaders,Pass The Plate,4,1971
287935,The Dells,New Beginnings,3,1978
287945,The Dells,The Dells Sing Dionne Warwicke's Greatest Hits,5,1972
287956,The Dells,The Dells vs. The Dramatics,6,1974
288153,The Dictators,Manifest Destiny,2,1977
289052,The Edwin Hawkins Singers,I'd Like To Teach The World To Sing,4,1972
290913,The Guess Who,Power In The Music,7,1975
290962,The Guess Who,"The Best Of The Guess Who, Volume II",4,1971
291358,The Hollies,Moving Finger,2,1970
291624,The Impressions,Finally Got Myself Together,3,1974
291645,The Impressions,Loving Power,3,1976
291748,The Impressions,Times Have Changed,2,1972
293989,The Kinks,Preservation Act 1,6,1973
295097,The Main Ingredient,Black Seeds,5,1971
295117,The Main Ingredient,Music Maximus,3,1976
295154,The Main Ingredient,The Main Ingredient L.T.D.,1,1970
295493,The Manhattans,Love Talk,7,1979
295514,The Manhattans,That's How Much I Love You,4,1974
295913,The Meters,Look-Ka Py Py,2,1970
295925,The Meters,Struttin',2,1970
296237,The Miracles,Love Crazy,5,1977
297118,The Mystic Moods,More Than Music,4,1972
297162,The Mystic Moods,The Mystic Moods Of Love,4,1972
297442,The New Birth,"Ain't No Big Thing, But It's Growing",2,1971
297451,The New Birth,Behold The Mighty Army,6,1977
297493,The New Birth,Love Potion,4,1976
297849,The New Seekers,Beautiful People,6,1971
297918,The Nighthawks,Nighthawks,4,1975
298217,The O'Jays,The O'Jays: Collectors' Items,6,1972
298524,The Original Last Poets,Right On!,6,1971
298576,The Osmonds,Brainstorm,6,1976
298641,The Osmonds,The Osmonds Greatest Hits,3,1974
298665,The Osmonds,The Proud One,5,1975
298848,The Partridge Family,Crossword Puzzle,5,1973
298953,The Paul Butterfield Blues Band,Sometimes I Just Feel Like Smilin',6,1971
299186,The Pipkins,Gimme Dat Ding!,4,1970
299663,The Presidents,5-10-15-20-25-30 years of love,6,1970
300404,The Rascals,Search And Nearness,1,1971
300426,The Rascals,The Island Of Real,3,1972
301037,The Ritchie Family,American Generation,6,1978
302049,The Runaways,Runaways,2,1976
303253,The Soul Children,Soul Children,6,1979
303545,The Spinners,From Here To Eternally,4,1978
303665,The Staple Singers,Pass It On,5,1976
303825,The Statler Brothers,The Statler Brothers Christmas Card,4,1978
304224,The Stylistics,Fabulous,6,1976
304850,The Supremes & Four Tops,The Return Of The Magnificent Seven,6,1971
305054,The Sylvers,The Sylvers II,5,1973
305961,The Trammps,The Whole World's Dancing,2,1979
306337,The Undertones,The Undertones,7,1979
306361,The Undisputed Truth,Law Of The Land,2,1973
306884,The Ventures,Theme From Shaft,3,1972
307193,The Wailers,Catch A Fire,5,1973
308090,The Who,Quadrophenia: Live In London,1,1973
308736,The Youngbloods,Good And Dusty,5,1971
311205,Tim Hardin,Bird On A Wire,1,1971
311498,Tim Moore,Behind The Eyes,3,1975
312080,Tko,Let It Roll,2,1979
312663,Todd Rundgren,Initiation,7,1975
312683,Todd Rundgren,Runt,6,1970
312842,Tom Browne,Browne Sugar,6,1979
312912,Tom Fogerty,Tom Fogerty,6,1974
313237,Tom Paxton,How Come The Sun,3,1971
313246,Tom Paxton,Peace Will Come,4,1972
313264,Tom Paxton,Tom Paxton 6,4,1970
313812,Tom Waits,Blue Valentine,4,1978
313992,Tom Waits,Small Change,5,1976
314815,Tony Bennett,Summer Of '42,4,1971
315119,Tony Joe White,Tony Joe White,4,1972
315155,Tony Orlando & Dawn,Candida & Knock Three Times,4,1970
315198,Tony Orlando & Dawn,Tony Orlando & Dawn II,5,1973
315318,Tony Williams,Joy Of Flying,7,1979
315579,Toots And The Maytals,Reggae Got Soul,5,1976
319265,Triumph,Rock + Roll Machine,2,1977
319502,Tropea,Short Trip To Space,7,1977
319691,Tuff Darts,Tuff Darts!,6,1978
321493,UFO,No Heavy Petting,4,1976
322571,Uriah Heep,Fallen Angel,5,1978
322589,Uriah Heep,Firefly,3,1977
322606,Uriah Heep,High And Mighty,3,1976
322930,Utopia,Ra,7,1977
323057,Valerie Carter,Just A Stone's Throw Away,5,1977
323089,Valerie Simpson,Valerie Simpson,6,1971
323375,Van Mccoy,The Disco Kid,7,1975
323385,Van Mccoy,The Hustle And Best Of Van McCoy,2,1976
323401,Van Morrison,"...It's Too Late To Stop Now..., Volumes II, III & IV",1,1974
324815,Various Artists,A 40th Anniversary Collection,5,1970
326371,Various Artists,Dance Discotheque,6,1973
326594,Various Artists,Disco-gold,5,1975
328158,Various Artists,Hits Of The 70s,1,1972
333240,Various Artists,Star Wars Headspace,1,1977
337487,Vikki Carr,Superstar,4,1971
338071,Voices,Right On Be Free,3,1970
338751,Walter Egan,Fundamental Roll,6,1977
338824,Walter Murphy & The Big Apple Band,Rhapsody In Blue,3,1977
339065,War Featuring Eric Burdon,Love Is All Around,5,1976
339767,Waylon Jennings,Honky Tonk Heroes,5,1973
340000,Wayne Shorter,Native Dancer,3,1975
340218,Weather Report,I Sing The Body Electric,6,1972
340716,Wet Willie,Dixie Rock,7,1975
342228,Willie Hutch,Foxy Brown,4,1974
342543,Willie Nelson,Phases And Stages,3,1974
342749,Willie Nelson,The Troublemaker,7,1976
342816,Willie Nelson,Willie Nelson And Family: Let's Face The Music And Dance,3,1978
343130,Wilson Pickett,Right On,3,1970
343433,Wishbone Ash,Front Page News,4,1977
343467,Wishbone Ash,Pilgrimage,7,1971
343649,Witch Queen,Witch Queen,6,1971
346469,Yo-Yo Ma,Appassionato,5,1978
346571,Yoko Ono,Approximately Infinite Universe,4,1973
346594,Yoko Ono,Fly,2,1971
